text,label
я сейчас очень зол,3
"мне кажется, что мы едва знаем друг друга, и время просто не щедро дарит нашу любовь",2
"Должен сказать, что мне совсем не грустно из-за этого места",0
"я совершенно уверен, что наши пути снова пересекутся",1
"Я такой трудоголик, это потому, что я чувствую себя продуктивным и делаю то, что мне нравится, что заставляет меня работать",1
"В конце концов, вчера я чувствовал себя очень хорошо",1
"Сейчас я чувствую себя довольно самодовольным, так как на самом деле я не видел никакого спаривания, но оценил знаки, рассчитал даты и т. д. и нашел это место.",1
"я думаю об этом образе, я чувствую себя спокойно и в безопасности.",1
"я уже давно чувствую, что меня просто не устраивает мой запас румян",1
"Я чувствую, что проект прошел гладко и успешно, однако я столкнулся с несколькими препятствиями, такими как проблемы с повреждением карты памяти, однако вскоре мне удалось решить эту проблему с помощью резервного копирования.",1
"у меня странное ощущение, что он не считает тебя никчемным",0
"мне нужны постоянные напоминания, когда я переживаю затишья в чувстве покорности, независимо от того, нравятся они мне или нет",0
"мне кажется, что меня отвлекают",3
я чувствую себя паршиво и очень волнуюсь по поводу сегодняшней презентации,0
"я ценю, что мне не нужно этого делать, но так странно сидеть и не собирать вещи, когда переезд так близок",4
мне противно просто смотреть на этот номер,3
"я чувствую себя угрюмым, как обычно, когда просыпаюсь и пишу здесь почти в час ночи",0
"я помогаю многим людям позже, когда меня что-то бесит, я могу оглянуться на свою жизнь и сказать: эй, я не такой уж плохой человек",3
"сегодня вечером я чувствую себя влюбчивым, никогда больше",2
"я чувствую волнение, меня легко сбить с толку",4
"Я чувствую себя весьма привилегированным, потому что я и другие иностранцы живем в комплексе, известном всем как здание иностранных экспертов. Я не думаю, что я действительно эксперт в чем-либо, но если они хотели бы это назвать, меня это устраивает, хаха",1
"я провел две недели в режиме зомби, а затем две недели снова ощущал все свои чувства после долгого онемения",0
"Я знаю, насколько важна ежедневная практика для развития моей души, и я чувствую энергетический прилив, когда пью заряженную воду из стакана кала.",1
я чувствую себя глупым и бездумным,0
"я чувствую, что язык - это вообще ничего, подбадривай, оставайся мне верным, только дорогая, мое все, как я для тебя, остальное зависит от богов, что должно быть для нас и что нас ждет",2
"я ушел с огромным чувством воодушевления и богатства от того, что гулял рядом с африканцами",1
"я рад возвращению новостей, меня волнуют некоторые фанатки",3
"я не испытывал к нему сочувствия, как к другим номинантам",2
"я думаю, честно говоря, я чувствовал себя немного уязвимым",4
я чувствую себя настолько испорченным,3
"Я чувствую себя таким же фантастическим, каким был бы момент красоты и чудовища. Я не претерпел никаких волшебных драматических трансформаций, когда вышел из первого триместра и появился во втором",1
я должен как-то колебаться по этому поводу,4
"Я думал об этом сегодня утром и понял, что моя обычная жизнь начинает казаться скучной.",0
"я этого не понимаю, потому что это шоу такое же дорогое, как и любое шоу, которое когда-либо делал кто-либо, я думаю, и мы получаем прибыль, хм, так что вам не нужно испытывать к нам чрезмерную симпатию",2
"мне стало очень жаль Квелла, поскольку Додд обманывает его ради своей личной выгоды",0
я не чувствую себя таким уродливым,0
"я не могу помочь, но чувствую себя несколько убитым этой новостью",0
"я проанализировал и чрезмерно проанализировал свое отвращение к этому предложению и, в конце концов, принял свое интуитивное чувство, что это было неприемлемое решение для Алекса в то время и в том месте.",1
я чувствую себя побежденным,0
"я чувствую, что мне следует сказать по этому поводу что-то более умное, но это все, что у меня есть на данный момент",1
"Я живу один, ожидая экзамена на лицензию и теста по английскому языку, я чувствую себя более расслабленным, находясь в спячке без свежего воздуха",1
"я чувствую себя очень ворчливым, и иногда у меня бывает такое настроение, что я выступаю против всего мира",3
"я чувствую, что недостаточно случаев, когда я не чувствую себя уважаемым или особенным, или что эти отношения хороши для меня",1
"я понимаю, что каждое воспоминание - это что-то ценное и что я должен беречь его, но в данный момент мне противно то, каким я стал за тот период своей жизни",3
"я не испытываю угрызений совести, чтобы быть с ними милостивым",1
"я вышел испуганный, на грани слез, чувствуя себя злым, смущенным, смешным, маленьким",3
"я не чувствовал себя скованным в своем собственном дневнике и не хотел сказать мне, что он больше не собирается его читать",0
"я чувствую себя очень расстроенным, потому что я проработал долгий день и просто хотел вернуться домой, принять душ, перекусить и послушать музыку",3
"я верю в тебя в тот момент, когда мы все чувствуем, а потом это еще одна скептическая песня",4
"Помню, я был шокирован и немного смущен тем, что обряд единения, в котором я был посвящен, так сильно касался меня.",5
"я никогда не чувствую удовлетворения или сытости, как раньше, когда мы ужинали вне дома",1
мне приятно находиться вдали от бывшего,1
"Я ненавижу пропускать тренировки, потому что чувствую, что повторения на тренировке жизненно важны для твоей производительности в воскресенье.",1
"пациент, от которого я ожидал выздоровления, внезапно скончался после того, как поел",3
"у меня потрясающий муж, мне приходится лежать в постели два дня подряд, что, я думаю, напрямую связано с тем фактом, что я уже чувствую себя намного лучше",1
"я уверен, что смогу конкурировать по цене, мой продукт — один из самых доступных на etsy, но что, если люди предпочтут платить больше за помпоны и разноцветные плетеные уши",1
"я бы потратил впустую время и деньги, но я просто чувствую большое давление, потому что не хочу этого делать",4
"я вижу Лаймана, я просто все больше и больше удивляюсь нам",5
"я уверен, что переживу это, я просто чувствую себя плаксивым сегодня",0
"я действительно испытываю страх, увидев, через что прошла моя мать во время лечения злокачественной мелономы",4
"мне часто кажется, что они не очень умные и талантливые люди",1
я чувствую необходимость вернуться к своим художественным влияниям,1
"у меня плохое предчувствие, что завтра мне снова станет очень плохо",3
меня поймали на краже в магазине упаковки мармеладных мишек,4
"мне так кажется, потому что я не росла в школьной компании, как в кино, там есть популярная девушка",1
"я хочу, чтобы все мои чувства — ярость, ужас и желание — захлестнули меня и наполнили меня, поскольку альтернативой является тупая тревога повседневной жизни.",2
я все время чувствую пустоту внутри,0
"вместо этого мне следует развивать теплые и дружеские чувства по отношению ко всем, кого я встречаю, тем самым позволяя своему разуму развивать добродетельные отношения.",1
я чувствовал себя таким нерешительным и бла,4
на самом деле я чувствую себя довольно хорошо,1
"я имею в виду, что архитектурные чудеса просто заставляют вас чувствовать себя ошеломленным и впечатленным, и вы просто начинаете по-настоящему уважать людей, которые их построили, но природа просто заставляет вас чувствовать себя гораздо лучше осознающими мир вокруг вас, фактически ничего не делая активно, потому что они всегда были там, вы знаете",5
"я уверен, что большинство выберет iOS на Galaxy SII или Lumia",1
"я чувствую себя пренебрежительным из-за того, что мне приходится пропускать все записи этого сообщества и что у меня нет времени быть таким религиозным, как раньше",0
"я чувствую, что мы были бы гораздо лучшим видом",1
"я знаю, что так много людей в восторге от этого, что я чувствую себя немного странно",5
я просто не могу нормально разговаривать и меня раздражают мелочи,3
вскоре я снова почувствовал себя дерьмово,0
"Я не могу поверить всем новорожденным, которых я фотографировала, с головами, полными темных волос, но я немного завидую, потому что мои дети рождаются лысыми и блондинками.",3
"Я чувствую себя глупо из-за того, что спрашиваю, сказал Райан, но Бен перебил его",0
"я знаю, что степень контроля, которую я чувствую, мне необходимо иметь над своей жизнью, запредельна, поэтому я продолжаю работать над тем, чтобы сохранять веру и верить, что жизнь развивается так, как должна",1
"я чувствую близость моего любимого дедушки, епископ, привет, дедушка",1
мне не терпится почувствовать ее невинный дух,1
"я чувствую, как во мне снова поднимается восхитительный жар, умоляющий об освобождении, но я пытаюсь его предотвратить",1
"у меня есть несколько молитвенных просьб, если вы хотите добавить свою в список, не стесняйтесь",1
"мне нравится эта услуга, потому что ее легко использовать, потому что я чувствую, что, используя эту услугу, я поддерживаю небольшую компанию, и, как мы все знаем, я люблю это делать",2
"я могу сказать себе, что чувствую, что доверяю другим, но на самом деле я чувствую лояльность, что может заставить меня притворяться, что есть доверие, хотя его нет.",2
"я слишком часто прихожу домой с работы, чувствуя себя раздражительной, и это несправедливо и несправедливо сбрасывать все это уродство на мужа",3
я с оптимизмом смотрю на остаток нашего времени в армии,1
"мне действительно нужно быть в церкви, чтобы почувствовать нежное прикосновение Бога в моей жизни",2
"Я чувствую необходимость предоставить моему преданному читателю черновик. Я решил пойти дальше, пообещав сделать акцент на предположениях, а не на образованных насмешках над черновиком.",2
"я использую это как тьфу, это была долгая неделя, давайте почувствуем себя красивой маской, и мне, честно говоря, очень понравился эффект",2
"я оставляю его слова с сомнением в том, что ночь когда-нибудь закончится",4
"мне так жаль, что я возлагал на себя такие большие надежды, потому что думал, что получил эту чертову работу, а потом бросаюсь на вещи, которые мне не нужны, когда я могу использовать эти деньги, чтобы получить что-то приличное для нас обоих",0
"я ухожу, чувствуя себя побежденным, безнадежным и слишком слабым, чтобы продолжать стремиться к Богу и выздоровлению",0
"я чувствую прохладный ветерок и думаю, что может быть холодно, но потом понимаю, что на улице все еще градусов и влажно",1
"я чувствую себя обремененным ею и тем фактом, что у меня нет никакой помощи",0
"я могу просто вспомнить, что когда я чувствую себя неблагодарным, это было бы здорово",0
"Я чувствую себя немного самодовольным из-за того, что делаю многие из этих вещей, уже гуляя и ездя на велосипеде. пропагандирую много фруктов, овощей и цельнозерновых продуктов. Посещаю службы каждое воскресенье.",1
"я посмотрела на своего милого мальчика Хадсона и знала, что это мое призвание и что его дух всегда нуждался во мне, даже когда я расстроена и чувствую себя беспомощной и потерянной как мать",0
"я не собираюсь врать, в последнее время я чувствую себя довольно счастливым, что для меня странно, поскольку я редко счастлив, когда идут занятия в школе",1
"мне бы хотелось, чтобы это чувство поскорее вернулось, потому что теперь я понимаю, как одиноко, когда у меня нет этого чувства, это так нежелательно, даже когда это не так",0
"меня меньше беспокоит то, что я вытащил из твоей задницы палку об изнасиловании, потому что я думаю, что подобное заявление говорит гораздо больше о говорящем, чем о цели",3
"я чувствую, что мне следует спросить его, в порядке ли он, предложить ему помощь, подпереть дверь или что-то в этом роде",1
"Я также чувствую, что, может быть, тебе не нужна настоящая грязная аутентичная отметка",0
"я плохо себя чувствую, поэтому надеюсь, что миссия пройдет быстро",1
"я чувствую, что это был очень продуктивный год для меня в этой области",1
"мне было не так уж больно, мне было бы немного жаль, но нужно написать бумаги и потренироваться в черных танцах",0
я снова чувствую себя более мягким,1
"меня назвали обвинителем, и по этой причине я считаю своим долгом довести до вашего сведения эту информацию о том, кого вы считаете верным.",1
"я чувствую укол боли от его зубов, но я злюсь",3
"Я не могу избавиться от ощущения, что когда я пью ванильный протеиновый порошок и воду, на вкус это похоже на пюре в смеси горячего шоколада",2
"я подозреваю, что это также может быть фактором, мешающим ему чувствовать себя богатым",1
"я надеюсь, что мое поколение передаст хорошие ценности и убеждения следующему поколению, потому что я чувствую, что это очень важно",1
для меня большая честь иметь такого замечательного мужчину своим мужем,1
"я знаю, что моя лучшая подруга думает, что я легенда xd, она говорит мне, что я веселый и крутой, хотя большую часть времени я чувствую себя слабаком-придурком",4
"мне грустно, я чувствую, что каждая песня с разбитым сердцем была написана специально для меня",0
"я не хочу, чтобы люди обиделись на эту просьбу, ее можно счесть слишком откровенной",3
"я обычно ухожу, чувствуя себя оскорбленным книгами, которые их отрицают",3
"мне нужно почувствовать, как мои уши мучаются от высоких высоких частот гитарного усилителя, включенного на полную мощность",0
"я провел здесь некоторое время, а иногда сидел у себя в комнате, читал и работал над справочником по хорошему самочувствию или делал заметки о том, как в дальнейшем держать свой гнев под контролем после выписки.",1
я чувствую себя абсолютно побеждённым в социальном плане,0
вчера вечером я тоже чувствовал себя довольно игриво,1
"мне нравятся последние за их нежную текстуру и восхитительный вкус, не говоря уже об их потрясающем глянцевом внешнем виде.",1
"Я чувствую себя немного неблагодарным, но я люблю свой дом, и иногда уехать из него — отличный способ напомнить тебе, как сильно ты любишь ту жизнь, которая у тебя есть.",0
"Я знаю, что к концу приема я чувствовал себя немного обделенным, поэтому, когда Крис пригласил меня потанцевать, я был рад принять это предложение.",1
"я никогда не целовала парня, потому что каждый раз, когда я пыталась, я сходила с ума и чувствовала отвращение",3
я чувствую себя обреченным из-за желания получить докторскую степень по чему-то помимо медицины,0
"у меня такое чувство, будто у меня произошла неудачная встреча с Тайлером Дерденом и его бойцовским клубом",0
"я всегда плачу и чувствую себя так больно, как будто наступил конец света",0
"я чувствую то, чего никогда раньше не чувствовал, и это неприятно приятно",1
"я использую детектор, чтобы обнаружить источник своих чувств, он позволяет мне понять и осознать, что для этих прошлых чувств нет решения, я борюсь только с сострадательным осознанием",2
я начал чувствовать это раздраженное чувство,3
я чувствую себя в некотором роде благодарным,1
"я так боюсь, что облажаюсь, как это было с Филом, но я сейчас в идеальный момент в своей жизни, и это кажется гораздо более безупречным",1
"я чувствую себя божественно, оригинальный микс",1
"я поступил в университет в возрасте, и хотя это было невероятно нервно, я чувствую себя организованным и решительным, что сильно отличается от того, что было много лет назад или, может быть, даже в этом отношении",1
"я доказываю свою неправоту, я чувствую себя некрасиво, потому что не предприняла никаких попыток снять одежду для сна, да, и мои брови",0
"я просто надеюсь, что мы сможем помочь ему меньше бояться и больше поддерживать и любить",4
мне повезло в свой день рождения,1
я начинаю чувствовать себя немного более желанным гостем на сессиях,1
"Я чувствую себя великолепно в пятницу, и друзья, мне бы хотелось, чтобы вы поделились со мной",1
"мне ужасно жаль его, но, боже мой",0
"я отказываюсь оставаться в этом месте, у всех бывают моменты, когда мы чувствуем себя утомленными от очень тяжелой работы и нуждаемся в некотором одобрении взамен",0
"я не хочу, чтобы это заканчивалось, так же, как я не хотела, чтобы заканчивался сериал «Рок-девчонки», но я чувствую, что ка продолжит рассказывать нам удивительные истории с замечательными женщинами и сексуальными мужчинами",1
"меня устрашают мои чувства, которые вскоре меняются на желание принять вызов, назовите это решительным или даже упрямым",1
"я чувствую, что должна быть оговорка, что я никоим образом не романтизирую дерьмовые аспекты этой пары, окей, это запредельно хреново, резюме Кастиэль держит мир на ладони",0
"я могу чувствовать, что я не ценен для других",1
"мне не с чем сравнивать эту любовь, но я уверен, что это настоящая глубокая любовь",1
"Я вернулся домой, чувствуя себя крайне лишенным сна, и провел неделю, просматривая всевозможные электронные письма и телефонные звонки после конференции, не говоря уже о сне и стирке.",0
"я правда думала, что после того, как она у нас родится, я перестану чувствовать боль, когда услышу о том, что другие люди беременеют",0
"мне кажется, что добавление сладкой свежей кукурузы действительно добавляет нотку лета к тяжелому осеннему блюду.",1
"мне очень нравится читать аудиокниги, потому что они помогают мне чувствовать себя продуктивнее, читая, пока я занимаюсь другими делами, например вождением автомобиля.",1
"я почти всегда чувствую себя превосходно после тренировки, поэтому рекомендую делать это каждый день, если можете",1
"я чувствую ту горькую сладость, которая исходит из глубокого уголка моей души",3
"я знаю, странно видеть, как я называю что-то обзором, мне самому странно это говорить, но я отвлекся",4
я так благодарен за их поддержку,1
я тоже чувствовал себя очень ленивым,1
"Недавно я присутствовал на презентации банка Kingdom Bank Зимбабве, они проводят серию роуд-шоу в Зимбабве и его окрестностях, я чувствую, что они, по сути, пытаются вернуть зимбабвийцам доверие к банку, по крайней мере, в некоторой степени.",1
"я до сих пор не могу просидеть в офисе дольше получаса, прежде чем чувствую себя ужасно и мне приходится, чтобы кто-то отвез меня домой, но я чувствую себя совершенно нормально, когда весь день сижу на заднице на диване",0
я чувствую себя избитым и ушибленным от их резкости и утомленным их безжалостностью,0
"Я чувствую, что на данный момент это круто, но нам интересно, когда Fabolous планирует выпустить свой долгожданный альбом Losos Way Rise to Power.",1
сегодня я чувствую себя очень вялым и странным,0
я чувствую некоторую надежду на некоторые вещи,1
"мне показалось, что это было здорово, поэтому я ушел, чувствуя себя вполне довольным кафе",1
"я очень горжусь тем, что живу в стране, где я могу помочь решить, как я хочу, чтобы моя страна управлялась",1
"мне нравится чувствовать, что это именно то, что я делаю для своего любимого Грэма",2
"я чувствую, что они вторая семья, и все они меня так поддерживают и любят маленькую мисс Райлин",2
"мне действительно жаль человека, которому приходится меня нести",0
"я чувствую себя немного виноватым из-за тех гадостей, которые я сказал о Джамене, поскольку я слышал, что его брат покончил жизнь самоубийством, поэтому я думаю, что насилие со стороны их отца, должно быть, было довольно жестоким",0
"я также чувствую надежду, когда со мной связываются новые общины, а затем опустошена, когда они выбирают другую",1
"я хочу чувствовать, что мной восхищаются и любят",2
"у меня такое чувство, что она на самом деле не хочет сейчас со мной разговаривать, поэтому я не знаю, что делать дальше",4
"я чувствую себя гордым родителем, который видит, как оба ребенка идут в школу рука об руку и не разлучаются",1
"в моей памяти запечатлено так много ярких маленьких лиц, детей, которые сделали мою жизнь стоящей, которые заставили меня порадоваться, что я решил подать заявку на эту программу, и которые сделали действительно трудные дни того стоящими",1
"я могу какое-то время ковырять свою кожу и заставлять себя чувствовать себя ужасно, а затем, когда я почувствую себя настолько плохо, что мне нужно будет почувствовать себя лучше, я могу остановиться, и возникает иллюзия сброса давления",0
"для меня большая честь, что мы смогли принять участие в этом сборе средств, они справились очень хорошо, мне сказали, и мы надеемся вернуться в другой раз",1
"я чувствую себя некрасиво, я имею в виду, что меня зовут",0
у меня праздничное настроение и настроение подарить подарок,1
"я скажу, что доволен своим рисунком и считаю, что он идеально подходит",1
"я чувствую, что это будет потрясающее лето",1
"я чувствую, что моя жизнь самая замечательная",1
я чувствую ненависть со стороны,3
"у меня на правой ноге была мозоль размером с четвертак, поэтому я носил шлепанцы и чувствовал себя плохо, пока мы не добрались туда и не увидели, насколько непринужденной была атмосфера",1
"Я начал этот блог, потому что мне было отчаянно одиноко, и я хотел, чтобы кто-нибудь знал, как я чувствую все эти ужасные мысли и эмоции.",0
я чувствую бесстрашное будущее,1
"я всегда чувствую себя совершенно жалким и нуждающимся, но эти люди обычно говорят мне, что я не просто был тише, чем обычно",0
"Я чувствую себя в какой-то степени нехарактерно самодовольным, поскольку мое обычно неслыханное планирование действительно превзошло погоду, когда у малыша было зимнее пальто, флис «все в одном» и зимние ботинки с пушистой подкладкой.",1
"я просыпаюсь, чувствуя себя избитым, и сейчас я этого не чувствую, у меня, вероятно, возникнет искушение снова пойти на озеро",0
"я знаю, что у меня есть явное предубеждение во всем этом из-за моих собственных чувств, когда я наблюдаю, как их неоднократно пытают по этой теме",3
я не чувствовал себя особенно общительным,1
"я чувствую себя расслабленным, полным энергии и дышу более полно без дополнительных усилий",1
я чувствую себя опустошенным,0
"мне действительно кажется, что я наконец-то могу создать что-то прекрасное в своей новой комнате",2
"я чувствую какие-либо признаки личности этого ребенка, тогда я в ужасе",4
"Я снова чувствую волнение, обычное вечернее настроение, которое становится нормой",4
"я не так злюсь и расстроен, как в тот день, но сейчас мне страшно",4
"Я заметил, что больше симптомов возвращаются во время сна и еды, чувствую себя вялым, у меня плохой характер и я меньше делаю по дому.",0
я чувствую себя как-то странно,4
"мне так повезло, что мои родители взяли за правило возить нас куда угодно и куда угодно",1
"я люблю больше, чем кто-либо, заставил меня почувствовать, что я их так сильно ненавижу, но я знал, что это не так, и это действительно причиняло мне боль, в итоге я стал придурком и плакал около часа перед людьми, что было еще более глупо",0
"я не знаю, что я чувствую, он кажется искренним",1
"Я чувствую, что сейчас самое время попрощаться с одним из наших старейших спонсоров href http www",2
когда моя мама серьезно заболела и ее пришлось положить в больницу,4
"На днях вечером я читал наши старые записи в блоге, испытывая ностальгию и скучая по своим мальчикам, и наткнулся на наш список проектов, которые нам нужно было сделать перед отъездом.",2
"у меня должна быть возможность выстрелить в голову кому-нибудь на другом конце футбольного поля, потому что я чувствую угрозу с их стороны",4
"я злюсь из-за того, что он не уходит",3
"Год спустя я стал тяжелее, чем когда-либо. Я набрала эти фунты за те недели, когда была беременна, пытаясь разобраться в чувствах из-за своего проблемного брака. Я скучаю по сердцу, мечтаю о танцах, думаю, захочу ли я когда-нибудь снова иметь детей, и делает ли это меня ужасным человеком",0
я люблю страсть и чувство чудесной неопределенности тех подростковых лет,1
"у меня такое чувство, что в данный момент я в одиночку поддерживаю индустрию санитарной бумаги",2
я все еще чувствую себя таким плаксивым и эмоциональным,0
"мне кажется, что это грязное признание",0
"Я сидел рядом со мной в самолете, когда чувствую себя самодовольным, потому что им приходится прекращать читать, когда выходит объявление, а моя книга все еще открыта",1
"я получаю банальности от благонамеренных людей, которые могут заставить меня почувствовать, что меня следует беспокоить о вещах, которые меня не беспокоят",3
"я почувствовал боль, которая меня потрясла",5
"я научился не воспринимать себя настолько серьезно, чтобы чувствовать себя униженным",0
я также начал чувствовать свои схватки очень тупой интенсивности,0
"мне обидно, что он не знает меня лучше этого",3
"мне кажется, что он искренен",1
"мне нравится носить спортивные штаны днем ​​с закатанными манжетами, браслетами на щиколотке и балетками. Мне нравится быть невероятно теплым и чувствовать себя самодовольным, когда я вижу, как люди борются с сумками в своих больших пальто с такими карманами, которым нужны сумки.",1
"я чувствую себя странно, когда Юки разговаривает с другими девушками",4
я чувствую себя особенно благодарным,1
"Я печатаю это и чувствую себя одним из тех несчастных животных, которые попадают в стиральные машины и каким-то образом выживают гораздо легче, оборванные и полумертвые.",0
сегодня утром я чувствую себя немного расслабленным,1
"Я вижу, что, ожидая некоторых из этих желаний и борясь с вопросами и чувствами цели, я вижу, что Бог был верен и теперь создал возможность для того, чтобы это произошло",1
"сегодня вечером мне было очень грустно по причинам, о которых я не хочу говорить",0
я чувствую себя таким вдохновленным,1
"Я раздражаюсь или отказываюсь сотрудничать. Мне нужно дать возможность поспать или расслабиться, и если мне не дадут такой возможности, это не моя вина, если я ударю своего босса или приставлю к посетителям музея.",3
"я говорю о друзьях в Интернете, которые исключают меня из списков друзей, я чувствую себя нелюбимым и игнорируемым",0
